id,candidate,sentiment,subject_matter,original_text,processed_text,text_length,word_count,hashtag_count,mention_count,contains_url,is_retweet
12402,No candidate mentioned,Neutral,None of the above,@CapehartJ not if mentioned in debate. #GOPDebates,mentioned debate,50,7,1,1,0,0
11047,No candidate mentioned,Neutral,None of the above,"So @berniesanders is watching #gopdebates on television, and his staff is livetweeting what he yells at the TV: https://t.co/YwVEnORhgf",watching television staff livetweeting yell,135,19,1,1,1,0
5736,No candidate mentioned,Neutral,None of the above,"RT @BluegrassBelle_: Guys, thanks for not unfollowing me in masses after last night #GOPDebate",guy thanks unfollowing mass last night,94,14,1,1,0,1
5541,No candidate mentioned,Neutral,None of the above,• Col Allen West on the 2016 GOP Debate • Greta • 8 5 15 • | #GOPDebate | https://t.co/5J8dQvApmv,col allen west gop debate greta,97,20,1,0,1,0
1290,No candidate mentioned,Neutral,Immigration,@dooley_dooley Who's the real illegal alien #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,who real illegal alien farrakhan immigration amp mexican bor via,143,18,1,2,1,0
2972,No candidate mentioned,Neutral,None of the above,RT @_HankRearden: I wonder where Luntz found these ppl lol. This is my favorite fake focus group member from tonight. 😂😂 #GOPDebate http://…,wonder luntz found ppl lol favorite fake focus group member tonight,140,23,1,1,1,1
9404,No candidate mentioned,Neutral,None of the above,This. Is. Funny! ~ @kerrywashington #GOPDebates #GOPDebate #potus  https://t.co/XOgPjTJify,funny,90,9,3,1,1,0
7535,No candidate mentioned,Neutral,FOX News or Moderators,CNN: CNN fact checks the 2016 Republican debates http://t.co/o5MpLrLitJ #GOPDebate,cnn cnn fact check republican debate,82,10,1,0,1,0
8247,Ted Cruz,Neutral,None of the above,"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",president always tell truth said would,111,20,2,1,0,1
7687,No candidate mentioned,Neutral,None of the above,RT @goldengateblond: Lindsey Graham is like if warm milk were a person. #GOPDebate,lindsey graham like warm milk person,82,13,1,1,0,1
12662,No candidate mentioned,Neutral,None of the above,RT @brandnewsheriff: This debate reminds me how much I'm gonna miss #JonStewart #GOPDebates #GOPDebate #TheDailyShow @jonstewartbooks,debate reminds much gon miss,133,16,4,2,0,1
13105,Mike Huckabee,Neutral,Women's Issues (not abortion though),Huckabee just proposed a pimp tax. #GOPdebates,huckabee proposed pimp tax,46,7,1,0,0,0
13126,No candidate mentioned,Neutral,Women's Issues (not abortion though),"RT @AnnemarieWeers: @PoetinPoeville Did you know there are aprx 700 laws governing women's bodies and not one governing men's? It's true.
#…",know aprx law governing womens body one governing men true,140,22,0,2,0,1
12513,No candidate mentioned,Neutral,None of the above,I wish they would show out takes of Dick Cheney #GOPdebates,wish would show take dick cheney,59,11,1,0,0,0
3838,No candidate mentioned,Neutral,None of the above,RT @lizadonnelly: Watched his last Daily Show last night after the #GOPdebate https://t.co/pIcm3bn9Ma,watched last daily show last night,101,13,1,1,1,1
12995,Mike Huckabee,Neutral,None of the above,RT @goldietaylor: Huckabee. #GOPDebates http://t.co/Zy12bdUkx9,huckabee,62,5,1,1,1,1
4051,No candidate mentioned,Neutral,Religion,‘Tell me more about the messages you receive from God!’ #GOPdebate: Of the 10 Republican candidates who partic... http://t.co/Q1U3zQaS38,tell message receive god republican candidate paic,136,19,1,0,1,0
8193,No candidate mentioned,Neutral,None of the above,"Didn't catch the #GOPDebates last night. Who won, Phil Robertson or Ted Nugent?",didnt catch last night phil robeson ted nugent,79,13,1,0,0,0
9642,No candidate mentioned,Neutral,None of the above,#GOPDebates ---&gt; Final @TheDailyShow Greatest transition ever. #JonVoyage,final greatest transition ever,76,8,2,1,0,0
12316,No candidate mentioned,Neutral,None of the above,RT @SalMasekela: That moment you realize you're watching Fox News and your not in handcuffs. #GOPDebates http://t.co/5L9INki5SF,moment realize youre watching fox news handcuff,127,17,1,1,1,1
5653,No candidate mentioned,Neutral,None of the above,"RT @bgittleson: ICYMI: This is the ""crowded field"" embodied in one photo. #GOPDebate  https://t.co/r2aKyIRxib",icymi crowded field embodied one photo,109,14,1,1,1,1
10284,Ted Cruz,Neutral,None of the above,RT @MNVoters: #Cruz says we will know the candidates by their fruits. #Trump are you listening?  #GOPDebates,say know candidate fruit listening,108,17,3,1,0,1
7466,No candidate mentioned,Neutral,None of the above,"RT @ChadTrim: ""WE NEED TO BUILD A WALL!!"" #GOPDebate http://t.co/ciyEdNFTRh",need build wall,75,10,1,1,1,1
11212,No candidate mentioned,Neutral,None of the above,Now it's time to play Are You Smarter Than a Neurosurgeon? #GOPDebates,time play smaer neurosurgeon,70,12,1,0,0,0
4632,No candidate mentioned,Neutral,None of the above,"RT @sistertoldjah: Not sure how long this will be up, but here is full video of last night's primetime #GOPDebate: https://t.co/9hM7sP8DcY …",sure long full video last night primetime,140,22,1,1,1,1
2697,Ben Carson,Neutral,None of the above,"@RealBenCarson to @realDonaldTrump: Being a billionaire isn't exactly brain surgery though, is it? https://t.co/kGZnJmYKX7 #GOPDebate",billionaire isnt exactly brain surgery though,133,15,1,2,1,0
51,No candidate mentioned,Neutral,None of the above,RT @ariannahuff: The best and worst from the #GOPDebate http://t.co/YkI30j7hhO,best worst,78,10,1,1,1,1
4538,Rand Paul,Neutral,None of the above,RT @Hale2Thomas: The #GOPDebate only had one left handed candidate. #outoftouch #StandWithRand #righthandedprivilege,one left handed candidate,116,13,4,1,0,1
1289,No candidate mentioned,Neutral,None of the above,"Luntz: ""As the lines go up, they almost reach 100. It almost never happens in the dial research we do."" #GOPDebate
https://t.co/w31LtcLTfm",luntz line almost reach almost never happens dial research,138,22,1,0,1,0
13127,No candidate mentioned,Neutral,None of the above,"RT @BettyFckinWhite: -Can you answer this very direct question?
-I should be president. 
-So, no?
#GOPDebates",answer direct question president,109,16,1,1,0,1
6724,Donald Trump,Neutral,None of the above,"If the Clintons sat front row at Trump's wedding, did he score an invite to Chelsea's? #GOPDebate",clinton sat front row trump wedding score invite chelseas,97,17,1,0,0,0
12080,Jeb Bush,Neutral,FOX News or Moderators,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,fox cherry picking candidate jeb get softball question,116,16,2,1,0,1
209,No candidate mentioned,Neutral,None of the above,RT @CarlyFiorina: The highest calling of leadership is to challenge the status quo &amp; unlock potential in others. #GOPDebate. #Carly2016,highest calling leadership challenge status quo amp unlock potential others,139,20,2,1,0,1
3780,Rand Paul,Neutral,,RT @WashInformer: Rand Paul - You do not project power from bankruptcy court #GOPDebate,rand paul project power bankruptcy cou,87,14,1,1,0,1
9745,No candidate mentioned,Neutral,None of the above,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates,need order another green apple maini process hell happened,128,20,2,1,0,1
5261,No candidate mentioned,Neutral,None of the above,ONE OF THESE PEOPLE MIGHT BE PRESIDENT. #GOPDebate http://t.co/60OP6npDmv,one people might president,73,9,1,0,1,0
10487,No candidate mentioned,Neutral,Religion,I pray God gives these candidates more direct and immediate responses than they are giving in this debate! #Halleloo #GOPDebates,pray god give candidate direct immediate response giving debate,128,20,2,0,0,0
9864,No candidate mentioned,Neutral,FOX News or Moderators,RT @IanGaryTweets: This is real life. These people are running for the most powerful office in the world. #GOPDebates http://t.co/LG74nHDeTw,real life people running powerful office world,140,20,1,1,1,1
3562,No candidate mentioned,Neutral,Foreign Policy,And yet with the #GOPDebate it's still not the strangest thing said in the last 24 hours http://t.co/uBaUqyN12K,yet still strangest thing said last hour,111,18,1,0,1,0
10149,Ted Cruz,Neutral,None of the above,Cruz will spend 1st day reversing Obama administration. Ha #GOPDebates,cruz spend day reversing obama administration,70,10,1,0,0,0
3985,,Neutral,,"THE TRUE AMERICAN FREEDOM
http://t.co/osTtQcrOY5 …

#GOPDebate Mc Donald's Walmart Wall Street Microsoft Sarah Palin http://t.co/kowIILTjRO",true american freedom donalds walma wall street microsoft sarah palin,139,16,1,0,1,0
101,No candidate mentioned,Neutral,None of the above,"RT @akbarjenkins: Maybe the GOP just got Piven &amp; Cloward confused with Pinkard &amp; Bowden? ""She thinks I steal cars..."" @kevinbaker @KevinMKr…",maybe gop got piven amp cloward confused pinkard amp bowden think steal car,148,22,0,3,0,1
1721,,Neutral,None of the above,"RT @RealBenCarson: Supporter Question: ""What's your most overused word?"" My Answer: ""Oh my..."" A great day here at #GOPDebate. #BC2DC16 htt…",suppoer question whats overused word answer great day htt…,140,21,2,1,0,1
11137,Scott Walker,Neutral,None of the above,"Scott Walker: ""We should build walls around other countries."" #GOPDebates",scott walker build wall around country,73,10,1,0,0,0
4010,No candidate mentioned,Neutral,None of the above,Camille Paglia's hilarious review of candidates' performances at #GOPDebate http://t.co/Ahwy1KmdJH,camille paglias hilarious review candidate performance,98,10,1,0,1,0
1426,Ted Cruz,Neutral,FOX News or Moderators,@DomenicoNPR @MediaEqualizer crazy that Cruz only got 3 mins at debate #gopdebate,crazy cruz got min debate,81,12,1,2,0,0
7021,No candidate mentioned,Neutral,None of the above,You should probably go check out @PhilHands' feed for his #livetoon of the #GOPDebate. Some quality stuff. https://t.co/2rK59aIHzI,probably check feed quality stuff,130,18,2,1,1,0
4503,,Neutral,,"RT @thehill: Rubio: God blessed GOP with good candidates, but the Dems can't find one: http://t.co/m6kEVwuaYL #GOPDebate http://t.co/8FjT3f…",rubio god blessed gop good candidate dems cant find one,140,18,1,1,1,1
10020,Rand Paul,Neutral,None of the above,"RT @KyleAlexLittle: ""I don't know why the fuck I'm here""- Rand Paul #GOPDebates",dont know fuck rand paul,79,13,1,1,0,1
12126,No candidate mentioned,Neutral,Abortion,Bring it on Planned Parenthood. #GOPDebates,bring planned parenthood,43,6,1,0,0,0
6958,No candidate mentioned,Neutral,None of the above,RT @wall_ezy: Entertainment  at its finest.  Can't  help but wonder how #educated  #Americans are reacting  to #GOPDebate or the lack there…,enteainment finest cant help wonder reacting lack there…,140,21,3,1,0,1
2896,No candidate mentioned,Neutral,None of the above,"RT If I'm our nominee, we'll be the party of the future. #GOPDebate",nominee well pay future,67,13,1,0,0,0
239,No candidate mentioned,Neutral,Foreign Policy,"RT @ChadPergram: Rep Engel is 2nd major Jewish Democrat to announce opposition to Iran deal during #GOPDebate, following Schumer opposition.",rep engel major jewish democrat announce opposition iran deal following schumer opposition,140,20,1,1,0,1
1380,Donald Trump,Neutral,Women's Issues (not abortion though),#GOPDebate @FoxNews @realDonaldTrump  in 2004 you called a woman a nickel&amp;dime whore. Do you stand by that statement now running for POTUS?,called woman nickelampdime whore stand statement running potus,143,22,1,2,0,0
3180,Donald Trump,Neutral,None of the above,.@mattyglesias on the @realDonaldTrump and last night's #GOPDebate http://t.co/qvFMafvgu0 h/t @zmcdade http://t.co/qM3jG1Y07q,last night,125,12,1,3,1,0
590,No candidate mentioned,Neutral,Racial issues,#BlackLivesMatter sho is silent @ #GOPDebate  https://t.co/JodJLgG2yY,sho silent,69,7,2,0,1,0
1937,No candidate mentioned,Neutral,None of the above,RT @2DOPEANTIBHVR: Politics of the stomach #GOPDebate,politics stomach,53,7,1,1,0,1
3173,No candidate mentioned,Neutral,None of the above,POLL: Who do you think won the 9PM .@FoxNews #GOPDebate? http://t.co/4Bp1KypEc6 #WakeUpAmerica #OutNumbered,poll think,107,13,3,1,1,0
6955,No candidate mentioned,Neutral,None of the above,"Not sure how long this will be up, but here is full video of last night's primetime #GOPDebate: https://t.co/9hM7sP8DcY  #tcot #GOP2016",sure long full video last night primetime,135,21,3,0,1,0
5288,Ted Cruz,Neutral,None of the above,RT @LilaGraceRose: Is @tedcruz going to be asked any questions soon? #GOPDebate,going asked question soon,79,12,1,2,0,1
7346,No candidate mentioned,Neutral,None of the above,RT @KKawecki: Record audience for the #GOPDebate last night. Record numbers of people call in 'sick' to work today.,record audience last night record number people call sick work today,115,19,1,1,0,1
3841,Donald Trump,Neutral,None of the above,Did Donald Trump’s performance at the first #GOPdebate help or hurt him? http://t.co/ydtIRIdU7H http://t.co/AnDsOm9DMb,donald trump performance first help,118,14,1,0,1,0
13357,Jeb Bush,Neutral,None of the above,Let's just draw straws and replace everyone in DC from the top down with all these guys on stage besides Bush &amp; Christie? #GOPdebates,let draw straw replace everyone top guy stage besides bush amp christie,137,24,1,0,0,0
1597,No candidate mentioned,Neutral,None of the above,RT @jordanbartel: Rodney the Ocean City Lifeguard for president! #GOPDebate,rodney ocean city lifeguard president,75,10,1,1,0,1
10463,No candidate mentioned,Neutral,Religion,RT @scottyscottyw: God for prez. #gopdebates,god prez,44,6,1,1,0,1
6505,Ben Carson,Neutral,None of the above,Ben Carson: my qualifications as a world-famous neurosurgeon are also my qualifications for the most powerful man on the planet. #GOPDebate,ben carson qualification worldfamous neurosurgeon also qualification powerful man planet,139,21,1,0,0,0
11842,No candidate mentioned,Neutral,Jobs and Economy,"Don't divide, unite because everybody rises with failed trickle down economics #GOPdebates",dont divide unite everybody rise failed trickle economics,90,12,1,0,0,0
4638,No candidate mentioned,Neutral,None of the above,"LET'S NOT FORGET no one has ever been shot for ""not being politically correct"" no one has had their liberties violated over it. #GOPDebate",let forget one ever shot politically correct one libeies violated,138,24,1,0,0,0
9404,No candidate mentioned,Neutral,None of the above,This. Is. Funny! ~ @kerrywashington #GOPDebates #GOPDebate #potus  https://t.co/XOgPjTJify,funny,90,9,3,1,1,0
6414,Donald Trump,Neutral,None of the above,#GOPDebate w/o moderation: @realDonaldTrump shapes @GOP policy and debate http://t.co/7MbjN53Vut #TNTweeters #AINF #tlot #tcot #p2 #Latism,moderation shape policy debate,138,16,7,2,1,0
460,No candidate mentioned,Neutral,None of the above,The First #GOPDebate: Social Media Reaction and More http://t.co/Ih9KSywL7Y,first social medium reaction,75,9,1,0,1,0
5566,No candidate mentioned,Neutral,None of the above,RT @TamraTellsIt: I would think this is what we'd get from left wing MSM #fail #GOPDebate  https://t.co/BJNBMyNPuW,would think wed get left wing msm,114,17,2,1,1,1
11387,Donald Trump,Neutral,Immigration,"RT @RWSurferGirl: Trump has got it right, nobody would talk about immigration, not untill be brought it up. #GOPDebate #GOPDebates",trump got right nobody would talk immigration untill brought,130,20,2,1,0,1
6467,Ben Carson,Neutral,FOX News or Moderators,"RT @TheDailyEdge: Megyn Kelly: ""It's over!""
Ben Carson: ""I guess so. But I gave it a shot""
#GOPDebate",megyn kelly ben carson guess gave shot,101,18,1,1,0,1
3,No candidate mentioned,Neutral,None of the above,RT @TJMShow: No mention of Tamir Rice and the #GOPDebate was held in Cleveland? Wow.,mention tamir rice held cleveland wow,84,15,1,1,0,1
10905,Mike Huckabee,Neutral,LGBT issues,RT @CollegeDemsTX: BREAKING: Mike Huckabee NOT for transgender rights #BigSuprise #GOPDebates,breaking mike huckabee transgender right,93,11,2,1,0,1
11281,Ted Cruz,Neutral,None of the above,Wish they would ask more questions of @SenTedCruz #GOPdebates,wish would ask question,61,9,1,1,0,0
8206,Donald Trump,Neutral,None of the above,"RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination.""
#GOPDebat…",trump said megyn ask nine candidate plan suppo win nomination,140,23,1,1,0,1
1508,No candidate mentioned,Neutral,None of the above,Most retweeted for #GOPDebate #wakeupeveryone https://t.co/R4JUZdFQ52,retweeted,69,6,2,0,1,0
4993,No candidate mentioned,Neutral,None of the above,Jotted a few notes on last nights #GOPDebate and ranked them. #tcot #ccot #TedCruz #RandPaul #BenCarson http://t.co/iJYmUd0nV4,jotted note last night ranked,126,17,6,0,1,0
4194,No candidate mentioned,Neutral,None of the above,@Livestream #GOPDebate as an  Independent voter I wanted 2 C why should I even consider voting Republican,independent voter wanted even consider voting republican,105,17,1,1,0,0
12864,No candidate mentioned,Neutral,Jobs and Economy,WE CAN FILE FOR BANKRUPTCY ON 19 TRILLION DOLLARS. How cool is that. #GOPDebate #GOPDebates,file bankruptcy trillion dollar cool,91,15,2,0,0,0
8501,No candidate mentioned,Neutral,Racial issues,#GOPDebates #StandWithPP #BlackLivesMatter @LeahNTorres My reply to Politico article. http://t.co/ixyxjn5VGY,reply politico aicle,108,10,3,1,1,0
13071,No candidate mentioned,Neutral,None of the above,"""We need a strong leader to tell the truth and fix it!"" 

#GOPdebates http://t.co/FtKcfyDy0a",need strong leader tell truth fix,92,14,1,0,1,0
9539,No candidate mentioned,Neutral,None of the above,"RT @RaeMacRaeRae: When all your friends are comedians, following the #GOPDebates is the FUNNEST!",friend comedian following funnest,96,14,1,1,0,1
1848,Donald Trump,Neutral,None of the above,RT @mVespa1: Donald Trump Refuses to Rule Out Third Party Run on GOP Debate Stage  http://t.co/i4YywfLSy2 #tcot #GOPdebate,donald trump refuse rule third pay run gop debate stage,122,18,2,1,1,1
9440,,Neutral,Immigration,"RT @DougBenson: ""I'll stop illegal immigration by closing all the bridges."" -C crispie #GOPDebates",ill stop illegal immigration closing bridge crispie,98,14,1,1,0,1
3815,No candidate mentioned,Neutral,None of the above,Aldon Smiths #GOPDebate party must have been off the hook #49ers #nfl,aldon smith pay must hook,69,12,3,0,0,0
180,Ted Cruz,Neutral,FOX News or Moderators,"RT @SooperMexican: Ted Cruz doesn't appreciate your emphatically sarcastic air quotes, megan kelly. #GOPDebate",ted cruz doesnt appreciate emphatically sarcastic air quote megan kelly,110,14,1,1,0,1
4359,No candidate mentioned,Neutral,None of the above,"RT @Team_Rand: .@RandPaul is a different kind of Republican &amp; the only candidate who will make the party bigger, better, &amp; bolder #StandWit…",different kind republican amp candidate make pay bigger better amp bolder,148,23,1,2,0,1
5659,No candidate mentioned,Neutral,None of the above,"RT @Leroi21: Rain, sleet, or shine, bitch better have my money! #merica #GOPDebate https://t.co/XNusyQ28nM",rain sleet shine bitch better money,106,14,2,1,1,1
6858,No candidate mentioned,Neutral,None of the above,It's possible that @GovernorPerry didn't know they were going to ask him questions. #GOPDebate,possible didnt know going ask question,94,14,1,1,0,0
7053,Donald Trump,Neutral,None of the above,GOP Debate News - Trump Shocks GOP Faithful - http://t.co/iHtVa9RV9y -#GOPDebate #DonaldTrump http://t.co/PiyGOzGenz,gop debate news trump shock gop faithful,116,13,2,0,1,0
5446,No candidate mentioned,Neutral,None of the above,Bernie Sanders live-tweeted the #FeelTheBern #GOPDebate http://t.co/esAxEmQYXk via @HuffPostPol,bernie sander livetweeted via,95,9,2,1,1,0
4698,No candidate mentioned,Neutral,None of the above,"RT @ericschroeck: My father was a puddle of water. My mother was an apple. I was raised by goats. When I'm president, the goat people shall…",father puddle water mother apple raised goat president goat people shall…,140,26,0,1,0,1
5421,Scott Walker,Neutral,,RT @lynnsweet: Waiting for @scottwalker at @Slyman's Jewish deli in Cleveland day after #GOPdebate http://t.co/g7PnAfwtP4,waiting jewish deli cleveland day,121,15,1,3,1,1
6563,No candidate mentioned,Neutral,None of the above,RT @robportman: Watching the #GOPdebate in Dublin with our Columbus interns and supporters! - RP http://t.co/OomoEsnMhO,watching dublin columbus intern suppoers,119,16,1,1,1,1
5371,Donald Trump,Neutral,None of the above,"I am in no way stumping for @realDonaldTrump, but I do find it interesting that both the left &amp; the right are bashing him hard. #GOPDebate",way stumping find interesting left amp right bashing hard,142,26,1,1,0,0
10764,No candidate mentioned,Neutral,None of the above,What Roxy Girl thinks of the #GOPDebates... @ Kaua'i https://t.co/tLCi4GEZOF,roxy girl think kauai,76,10,1,0,1,0
12758,Marco Rubio,Neutral,None of the above,Marco Rubio was like Yes!! Finally lol #GOPDebates,marco rubio like yes finally lol,50,8,1,0,0,0
8406,No candidate mentioned,Neutral,None of the above,RT @CovinoandRich: Who will have the bigger boobs? #Hooterspageant on FoxSports1 or #GOPdebates on FOX News? http://t.co/SqyOrgQAEP,bigger boob foxspos fox news,131,17,2,1,1,1
12747,No candidate mentioned,Neutral,None of the above,LOL they're clapping for Carly. I think she won this debate too. #GOPDebates,lol theyre clapping carly think debate,76,13,1,0,0,0
5068,No candidate mentioned,Neutral,None of the above,@tiffinit @jessilespie @JDante_PR @selhussain love your @Storify! #GOPDebate,love,76,8,1,5,0,0
11676,No candidate mentioned,Neutral,None of the above,RT @mozgovaya: 10 men on stage discussing one woman. @HillaryClinton #GOPdebates,men stage discussing one woman,80,11,1,2,0,1
4847,No candidate mentioned,Neutral,None of the above,Watching last night's #GOPDebate. 😩,watching last night,35,5,1,0,0,0
13593,Ted Cruz,Neutral,None of the above,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",think cruz trump need band together expose set job get rid bush rubio,140,27,2,1,0,1
2120,No candidate mentioned,Neutral,None of the above,Which new ideas did the #GOPDebate offer last night?,new idea offer last night,52,9,1,0,0,0
6893,Donald Trump,Neutral,None of the above,Photo: What did you think of the #gopdebate #donaldtrump #pleasefollowback #follow @TagsForLikes #follow me... http://t.co/toDpcTJjBF,photo think,133,15,5,1,1,0
47,Donald Trump,Neutral,FOX News or Moderators,RT @palmaceiahome1: The goal of #FoxNews last night was to take out Trump and pave the way for a RINO like Bush or Kasich. #GOPDebate,goal last night take trump pave way rino like bush kasich,133,25,2,1,0,1
3917,No candidate mentioned,Neutral,None of the above,Bernie Sanders live-tweeted the #GOPDebate http://t.co/uQ700CGQwN via @HuffPostPol,bernie sander livetweeted via,82,8,1,1,1,0
9921,No candidate mentioned,Neutral,None of the above,This is the part where political reporters get crazy looking for who touches who. #MediaIdiocy #GOPDebates,political repoers get crazy looking touch,106,16,2,0,0,0
6354,No candidate mentioned,Neutral,None of the above,"RT @DivineMoments: Media, be it on the Left or Right, want to shape the news the way they see it..  Thank goodness most people can see thro…",medium left right want shape news way see thank goodness people see thro…,140,27,0,1,0,1
6386,No candidate mentioned,Neutral,None of the above,I wish this would have been talked about at the #GOPDebate  https://t.co/2JWVq51bYK,wish would talked,83,12,1,0,1,0
11438,Ted Cruz,Neutral,None of the above,RT @genethelawyer: Did Ted Cruz leave? #GOPDebates,ted cruz leave,50,7,1,1,0,1
10869,No candidate mentioned,Neutral,None of the above,RT @goldietaylor: Commercial break! #GOPDebates http://t.co/NdE2oeJLmH,commercial break,70,6,1,1,1,1
8467,Rand Paul,Neutral,None of the above,RT @RWSurferGirl: Rand Paul has William Shatner's old hairpiece from Star Trek 2: The Wrath of Khan. #GOPDebate #GOPDebates,rand paul william shatners old hairpiece star trek wrath khan,123,19,2,1,0,1
2912,No candidate mentioned,Neutral,FOX News or Moderators,#GOPDebate Chris Wallace was wearing Rick Perry's fancy eyeglasses last night.,chris wallace wearing rick perry fancy eyeglass last night,78,11,1,0,0,0
4234,No candidate mentioned,Neutral,Jobs and Economy,Where was the discussion about #incomeinequality last night? #GOPDebate,discussion last night,71,9,2,0,0,0
3440,No candidate mentioned,Neutral,None of the above,"RT @RickSantorum: ""I'm going to take a blowtorch to the I.R.S."" -@RickSantorum #GOPDebate",going take blowtorch irs,89,13,1,2,0,1
5120,No candidate mentioned,Neutral,None of the above,#GOPDebate FACT CHECKED! And The Results Are...... #EDShow #POLITICSNATION #UPPERS #NERDLAND #HANNITY #OreillyFactor http://t.co/PlTpUdHNkT,fact checked result,139,14,7,0,1,0
6137,Mike Huckabee,Neutral,Religion,"RT @BethanyGreen05: ""We can be One Nation Under God"" - Mike Huckabee @GovMikeHuckabee #imwithhuck #GOPDebate",one nation god mike huckabee,108,15,2,2,0,1
235,Donald Trump,Neutral,None of the above,RT @Writeintrump: Obama better not leave his prayer rug behind in the Oval Office when I get elected because I'll throw it out.   #GOPDebate,obama better leave prayer rug behind oval office get elected ill throw,140,24,1,1,0,1
11371,Ben Carson,Neutral,None of the above,"#gopdebates Carson, that is what W Bush Did!",carson bush,44,8,1,0,0,0
10627,No candidate mentioned,Neutral,None of the above,"Amen, lets elect our next President on their fruits. #GOPDebates",amen let elect next president fruit,64,10,1,0,0,0
13776,No candidate mentioned,Neutral,None of the above,"#GOPDebates Until we get a handle on Radical Islamic Terrorism, bring back profiling in US. It is clear who is perpetrating terrorism in US.",get handle radical islamic terrorism bring back profiling clear perpetrating terrorism,140,24,1,0,0,0
12597,Donald Trump,Neutral,FOX News or Moderators,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates",thanks fox news youre raising rating,105,13,2,2,0,1
611,Rand Paul,Neutral,Jobs and Economy,"RT @ChronFalkenberg: ""We do not project power from bankruptcy court. We're borrowing a million dollars a minute."" Rand Paul. #GOPDebate",project power bankruptcy cou borrowing million dollar minute rand paul,135,20,1,1,0,1
3657,No candidate mentioned,Neutral,None of the above,"RT @mashable: Last night's #GOPDebate, in GIFs http://t.co/b1ynNZMxZ8 http://t.co/FfFG3ENVPd",last night gifs,92,9,1,1,1,1
13260,No candidate mentioned,Neutral,None of the above,RT @mozgovaya: 10 men on stage discussing one woman. @HillaryClinton #GOPdebates,men stage discussing one woman,80,11,1,2,0,1
5632,Ted Cruz,Neutral,Foreign Policy,Obama's Mid-East Policy Supp http://t.co/FiNCBJ3pos  #1A☢#StopIran #GopDebate►http://t.co/ZWmstJJH16◄#19T$ #CruzCrew #sot #fox #cnn #tcot,obamas mideast policy supp,137,12,9,0,1,0
9075,No candidate mentioned,Neutral,None of the above,"@Rocket_Gamera Pretty close to it, I'd say.  In the meantime, where were we?  Ah, comparing precious metal investments #GOPDebates",pretty close say meantime comparing precious metal investment,130,19,1,1,0,0
2383,No candidate mentioned,Neutral,None of the above,"OK, now I'll need to rethink everything I thought before. #GOPDebate  https://t.co/hyMBBnPv97",ill need rethink everything thought,93,12,1,0,1,0
11453,No candidate mentioned,Neutral,None of the above,Where's #JonStewart when you need him? #GOPDebates,wheres need,50,7,2,0,0,0
6049,No candidate mentioned,Neutral,None of the above,Who won the #GOPDebate last night?,last night,34,6,1,0,0,0
1980,Rand Paul,Neutral,None of the above,RT @mashablegif: Ran Paul's eye roll is on point. #GOPDebate http://t.co/9H8UdTnrJw,ran paul eye roll point,83,11,1,1,1,1
4870,No candidate mentioned,Neutral,None of the above,RT @GetUpStandUp2: #BATsask which #GOPDebate candidate is truly ready to START to reinvent public Ed? @berniesanders End @gatesed rule! htt…,candidate truly ready sta reinvent public end rule htt…,140,20,2,3,0,1
2723,No candidate mentioned,Neutral,Women's Issues (not abortion though),It was truly amazing how derogatory the #GOPDebate was towards women. They didn't even try to apologize.,truly amazing derogatory towards woman didnt even try apologize,104,17,1,0,0,0
2579,Jeb Bush,Neutral,Jobs and Economy,That Common Core question on #GOPdebate really escalated quickly. http://t.co/Xq0WaKYBH4,common core question really escalated quickly,88,10,1,0,1,0
11363,Donald Trump,Neutral,FOX News or Moderators,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,candidate dont attack fox stoping speaking,140,22,1,2,0,1
2683,No candidate mentioned,Neutral,None of the above,"So confused, where was Alan Alda? #GOPDebate",confused alan alda,44,7,1,0,0,0
12251,No candidate mentioned,Neutral,FOX News or Moderators,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,fox news obviously trying influence makeup republican field,123,18,2,1,0,1
10086,Donald Trump,Neutral,None of the above,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,trump cam hand,53,7,1,1,0,1
3932,No candidate mentioned,Neutral,None of the above,"Gay Hoover Claims Spark Outrage Among Ex-FBI Agents http://t.co/q4RPV2tBX6

Nixon Johnson America NYT NYC #GOPDebate http://t.co/PVOPzKKT9m",gay hoover claim spark outrage among exfbi agent nixon johnson america nyt nyc,139,16,1,0,1,0
